Rol,Caratulado,Fecha Sentencia,Materia,Submateria,Descriptores,Sala,Resultado Recurso,Tipo Recurso,Enlace Sentencia
Rol: 25056-2019,Caratulado: SOCIUEDAD EVENTOS DOS GALAXIAS LTDA CON SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 05-12-2019,Potestad sancionadora y fiscalizadora,Multa,"Infracción de ley, Multa, Examen de admisibilidad del recurso de casación en el fondo, Superintendencia del medio ambiente (sma), Derecho ambiental, Inadmisible, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Discoteque DELPHOS, Reclamación en contra de una resolución de la SMA, Ruido de fondo, Ruidos, Sanción y fiscalización, Segundo Tribunal Ambiental, Sociedad Eventos Dos Galaxias Limitada, No indica infracción de ley","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN DE FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?gpf3
Rol: 12907-2018,Caratulado: ANDES IRON SPA CON SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 26-09-2019,Sistema de Evaluación de impacto ambiental (SEIA),Participación ciudadana/consulta indígena,"Competencia, Legitimación activa, Sana crítica, Derecho al debido proceso, Tercero coadyuvante, Sistema de Evaluación de Impacto Ambiental (SEIA), Comité de Ministros, Interés del tercero, Derecho ambiental, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Comisión de Evaluación de la Región de Coquimbo, Concentrado de cobre, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Estudio de impacto ambiental (EIA), Informe Consolidado de Evaluación Ambiental (ICE), Observaciones ciudadanas, Participación ciudadana, Principio de participación, Reclamación del titular en el SEIA, Tercero independiente, Andes Iron SpA, Caleta Totoralillo, Efecto sinérgico, Extracción y procesamiento de hierro, Fundamentación de actos administrativos, Plazo de citación, Proyecto Dominga, Proyecto Minero/portuario, Rutas de navegación","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?enzw
Rol: 15247-2018,Caratulado: VELOZO RENCORET HUGO RAFAEL Y OTROS CON CONSORCIO SANTA MARTA S.A. (A),Fecha sentencia: 09-09-2019,Daño ambiental,Reparación,"Reparación, Incendio, Daño ambiental, Derecho ambiental, Relleno sanitario, Artículo 17 n°2 de la ley 20.600, Artículo 53 de la ley 19.300, Derrumbe, Liquidos percolados, Residuos sólidos domiciliarios, Lixiviados, Medida cautelar innovativa, Planta de tratamiento de líquidos percolados, Inminencia de la extensión del daño ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?ex2e
Rol: 6581-2018,Caratulado: JEAN KOUROU Y OTROS CON COMISION DE EVALACION AMBIENTAL DE LOS RIOS.,Fecha sentencia: 28-08-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Decisiones contradictorias, Apreciación de la prueba, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Derecho ambiental, Artículo 17 n°8 de la ley 20.600, Comisión de Evaluación Ambiental de la Región de Los Ríos, Reclamación en contra de la invalidación ambiental, Centro comercial","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?fdk5
Rol: 15477-2018,Caratulado: INMOBILIARIA MAITENCILLO SUR S.A. CON SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 11-07-2019,Sistema de Evaluación de impacto ambiental (SEIA),Declaración de impacto ambiental (dia),"Dirección general de aguas (DGA), Instrumento de planificación territorial, Ordenanza general de urbanismo y construcciones, Secretaría regional ministerial de vivienda y urbanismo (seremi de vivienda y urbanismo), Término anticipado, Uso de suelo, Estacionamientos, Derecho al debido proceso, Secretaría Regional Ministerial de Obras Públicas, Inmobiliaria, Infraestructura sanitaria, Planta de tratamiento de aguas servidas, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Secretaría Regional Ministerial de Salud (SEREMI de Salud), Derecho ambiental, Adenda, Área de extensión urbana, Artículo 17 n°5 de la ley 20.600, Artículo 20 de la ley 19.300, Declaración de Impacto Ambiental (DIA), Departamentos habitacionales, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Emisiones a la atmósfera, Facultades de la administración, Incompatibilidad territorial, Informe Consolidado de Aclaraciones, Rectificaciones y Ampliaciones (ICSARA), Informe Consolidado de Evaluación Ambiental (ICE), Infraestructura, Maitencillo, Plan Regulador Intercomunal del Borde Costero Norte, Proyecto ""Condominio Maitencillo Sur"", Proyecto de urbanización, Reclamación del titular en el SEIA, Riesgo para la salud, Sistema de tratamiento particular de agua potable y aguas servidas","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?c5r8
Rol: 3470-2018,Caratulado: RICARDO DURAN MOCAIN CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 09-07-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Competencia, Daño, Decisiones contradictorias, Medida cautelar, Procedimiento administrativo sancionador, Superintendencia del medio ambiente (sma), Falta de fundamentación, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Colbun S.A., Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 29 de la ley 19.300, Central Termoeléctrica Santa María, Comisión Regional del Medio Ambiente de la Región del BíoBío, Complejo Termoeléctrico Coronel, Conocimientos científicamente afianzados, Construcción de chimenea con diseño diferente al evaluado, Elusión del Sistema de Evaluación de Impacto Ambiental, Instalación de equipos diferentes a los autorizados, Paralización de funcionamiento, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dny4
Rol: 3470-2018,Caratulado: RICARDO DURAN MOCAIN CON SUPERINTENDENCIA DEL MEDIO AMBIENTE.,Fecha sentencia: 09-07-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Procedimiento administrativo sancionador, Superintendencia del medio ambiente (sma), Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 29 de la ley 19.300, Central Termoeléctrica Santa María, Comisión Regional del Medio Ambiente de la Región del BíoBío, Complejo Termoeléctrico Coronel, Construcción de chimenea con diseño diferente al evaluado, Instalación de equipos diferentes a los autorizados, Paralización de funcionamiento, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?rhk4
Rol: 28207-2018,Caratulado: CARRERA ARANGUIZ DANDY ARTURO Y OTROS / SERVICIO DE EVALUACION AMBIENTAL,Fecha sentencia: 02-07-2019,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Manifiesta falta de fundamento, Principio de congruencia, Principio preventivo, Sana crítica, Ultra petita, Principio precautorio, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 30 bis de la ley 19.300, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Flujo vehicular, Observaciones ciudadanas, Participación ciudadana, Proyecto Centro Logístico Puerto Viluco, Proyecto Sociedad Puerto Viluco S.A, Reclamación de participación ciudadana en el SEIA, Ausencia de efectiva denuncia de vulneración de normas reguladoras de prueba, Causales del recurso de casación en la forma","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZA CASACION EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dst6
Rol: 40274-2017,Caratulado: JUNTA DE VIGILANCIA DE LA PRIMERA SECCION DEL RIO ACONCAGUA CON SERVICIO DE EVALUACION AMBIENTAL.,Fecha sentencia: 24-06-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Desistimiento, Junta de vigilancia, Corporación Nacional del Cobre de Chile (CODELCO), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Río Aconcagua, Derecho ambiental, Acuerdo extrajudicial, Artículo 17 n°8 de la ley 20.600, Consulta de pertinencia, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Proyecto ¿Cambios al Proyecto de Modificación Sistema de Manejo de Aguas de Contacto del Depósito de Lastre Norte¿, Reclamación en contra de la invalidación ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: DESISTIDO RECURSO DE CASACIÓN EN EL FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?hyns
Rol: 7359-2018,Caratulado: JESSICA LOBOS QUELEMPAN CON SERVICIO DE EVALUACION AMBIENTAL DE LA REGION DE VALPARAISO.TERCEROS COADYUVANTES: EMPRESAS DE FERROCARRILES DEL ESTADO S.A.,Fecha sentencia: 03-06-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Decisiones contradictorias, Cómputo de plazo, Naturaleza jurídica de la resolución impugnada, Notificación por carta certificada, Sistema de Evaluación de Impacto Ambiental (SEIA), Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 30 bis de la ley 19.300, Empresa de Ferrocarriles del Estado (EFE), Estudio de impacto ambiental (EIA), Fraccionamiento de proyecto, Mejoramiento integral de la infraestructura ferroviaria tramo: Santiago-Rancagua, Participación ciudadana, Principio pro administrado, Problemas de conectividad, Reclamación de participación ciudadana en el SEIA, Ruidos, Sentencia intelrocutoria","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hyt9
Rol: 12802-2018,Caratulado: MUNICIPALIDAD DE SAN FELIPE CON SERVICIO DE EVALUACION AMBIENTAL (A),Fecha sentencia: 30-05-2019,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Legitimación activa, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Tribunal Ambiental, Calidad de interesado, Derecho ambiental, Artículo 17 n°6 de la ley 20.600, Artículo 30 bis de la ley 19.300, Director Ejecutivo del Servicio de Evaluación Ambiental (SEA), Humedal, Humedal Parrasía-Encón, Ilustre Municipalidad de San Felipe, Observaciones ciudadanas, Parque Fotovoltaico Encón Solar, Participación ciudadana, Protección oficial, Reclamación de participación ciudadana en el SEIA","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?ddz4
Rol: 2572-2019,Caratulado: I MUNICIPALIDAD DE PUERTO VARAS CON SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 28-05-2019,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Extra petita, Manifiesta falta de fundamento, Multa, Normas reguladoras de la prueba, Sana crítica, Valoración de la prueba, Falta de fundamentación de la sentencia, Superintendencia del medio ambiente (sma), Sanción, Ministro de fe, Presunción legal, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Cerco perimetral, Especie protegida, Ilustre Municipalidad de Puerto Varas, Ingreso de fauna, Laguna de lixivados, Medio Ambiente, Puma, Reclamación en contra de una resolución de la SMA, Relleno sanitario, Relleno Sanitario La Laja, Sanción y fiscalización, Tercer Tribunal Ambiental, Hechos establecidos por los jueces del fondo son inamovibles, Causales del recurso de casación en la forma","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: INADMISIBLE CASACIÓN FORMA; RECHAZA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dnrz
Rol: 16561-2018,Caratulado: COMPAÑIA CONTRACTUAL MINERA CANDELARIA CONTRA SUPERINTENDENCIA DEL MEDIO AMBIENTE (A),Fecha sentencia: 07-05-2019,Potestad sancionadora y fiscalizadora,Multa,"Multa, Nueva vista, Vicio de casación formal, Reclamación en contra de una resolución de la SMA, Potestad sancionadora y fiscalizadora, Fallo acordado y dictado por menor número de jueces","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FORMA,Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?hyua
Rol: 26347-2018,Caratulado: AGRÍCOLA DOS HERMANOS LIMITADA.,Fecha sentencia: 14-03-2019,Potestad sancionadora y fiscalizadora,Clausura,"Clausura, Consulta, Falta o abuso grave, Principio de economía procesal, Reclamación en contra de una resolución de la SMA, Potestad sancionadora y fiscalizadora, Acumulaciones de los recursos, Vista conjunta","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDO RECURSO DE QUEJA,Tipo recurso: (CIVIL) QUEJA,https://juris.pjud.cl/busqueda/u?hnvh
Rol: 8595-2018,Caratulado: CRIADEROS CHILE MINK LIMITADA CON SUPERINTENDENCIA DE MEDIO AMBIENTE (A),Fecha sentencia: 07-02-2019,Potestad sancionadora y fiscalizadora,Multa,"Multa, Superintendencia del medio ambiente (sma), Olores molestos, Principio precautorio, Resolución de Calificación Ambiental (RCA), Medida de mitigación, Derecho ambiental, Absolución parcial, Aerocondensadores, Aplicación de principios orientadores del derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Carga de camiones, Condena parcial, Criaderos Chile Mink Limitada, Cumplimiento Resolución de Calificación Ambiental, Denuncias, Desechos animales, Industria agropecuaria, Mataderos, Mitigar producción de olores, Planta elaboradora de ingredientes para consumo animal CHILEMINK, Preventivo, Proyecto ¿planta elaboradora de ingredientes para consumo animal CHILEMINK¿, Reclamación en contra de una resolución de la SMA, San Francisco, Sanción y fiscalización, Segundo Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: SENTENCIA DE REEMPLAZO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?gpjb
Rol: 8595-2018,Caratulado: CRIADEROS CHILE MINK LIMITADA CON SUPERINTENDENCIA DE MEDIO AMBIENTE (A),Fecha sentencia: 07-02-2019,Potestad sancionadora y fiscalizadora,Multa,"Multa, Superintendencia del medio ambiente (sma), Olores molestos, Resolución de Calificación Ambiental (RCA), Derecho ambiental, Absolución parcial, Aerocondensadores, Aplicación de principios orientadores del derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Carga de camiones, Condena parcial, Criaderos Chile Mink Limitada, Cumplimiento Resolución de Calificación Ambiental, Denuncias, Desechos animales, Industria agropecuaria, Mataderos, Mitigar producción de olores, Planta elaboradora de ingredientes para consumo animal CHILEMINK, Preventivo, Reclamación en contra de una resolución de la SMA, San Francisco, Sanción y fiscalización, Segundo Tribunal Ambiental","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: ACOGIDA CASACIÓN FONDO,Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?enzy
Rol: 16328-2018,Caratulado: INTERCHILE S A CON SUPERINTENDENCIA DEL MEDIO AMBIENTE,Fecha sentencia: 30-10-2018,Admisibilidad del recurso de casación en el fondo,Manifiesta falta de fundamentos,"Manifiesta falta de fundamento, Programa de cumplimiento, Admisibilidad del recurso de casación en el fondo, Admisibilidad del recurso de casación en la forma, Aplicación de sanción, No se configura la causal, Omisión requisitos de la sentencia definitiva, Reclamación en contra de una resolución de la SMA, Omisión consideraciones de hecho y de derecho, Carencia de influencia en lo dispositivo del fallo, Infracción a la sana crítica, Hechos diferentes a los establecidos por los jueces de fondo, Causales del recurso de casación en la forma, Causal improcedente en juicio regido por leyes especiales, No se denuncia o verifica infracción a normas reguladoras de la prueba","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: INADMISIBLE CASACIÓN FORMA RECHAZADA, CASACIÓN FONDO",Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?frku
Rol: 2653-2018,Caratulado: MONASTERIO DE CARMELITAS DESCALZAS DEL AMOR MISERICORDIOSO Y DE LA VIRGEN DEL CARMEN CON COMITE DE MINISTROS (A),Fecha sentencia: 22-10-2018,Sistema de Evaluación de impacto ambiental (SEIA),Invalidación,"Legitimación activa, Invalidación del acto administrativo, Agotamiento de la vía administrativa, Resolución de Calificación Ambiental (RCA), Sistema de Evaluación de Impacto Ambiental (SEIA), Aplicación de principios orientadores del derecho ambiental, Artículo 17 n°8 de la ley 20.600, Observaciones ciudadanas, Reclamación ante el Comité de Ministros, Impactos ambientales no evaluados previamente, Nuevos antecedentes que no fueron objeto de evaluación, Plazo de interposición de la reclamación, Error jurídico de los sentenciadores influye en lo dispositivo del fallo, Reclamación en contra de una invalidación ambiental, Central de pasada","Sala: TERCERA, CONSTITUCIONAL","Resultado recurso: ACOGIDA CASACIÓN FONDO, ANULADA SENTENCIA DE (M)",Tipo recurso: (CIVIL) CASACIÓN FONDO,https://juris.pjud.cl/busqueda/u?dwg8
Rol: 42004-2017,Caratulado: SCM COMPAÑIA MINERA MARICUNGA CON SUPERINTENDENCIA DEL MEDIO AMBIENTE. (A),Fecha sentencia: 09-10-2018,Potestad sancionadora y fiscalizadora,Clausura,"Agotamiento vía administrativa, Clausura, Consulta, Denuncia, Superintendencia del medio ambiente (sma), Derecho ambiental, Artículo 17 n°3 de la ley 20.600, Artículo 56 de la ley 20.417, Clausura definitiva, Corredor biológico Pantanillo-Ciénaga Redonda, Cuenca Pantanillo-Ciénaga Redonda, Disminución nivel freático, Efecto condicionante de las pretensiones, Franja aurífera de Maricunga, Humedales altoandinos, Impactos ambientales no previstos, Laguna del Negro Francisco, Operaciones extractivas, Pozos, Procesamiento de minerales auríferos de baja ley, Proyecto minero Refugio, Reclamación en contra de una resolución de la SMA, Sanción y fiscalización, Segundo Tribunal Ambiental, Sitio Ramsar Complejo Lacustre Laguna Santa Rosa, Sociedad contractual Minera Compañía Minera Maricunga, Tierra Amarilla","Sala: TERCERA, CONSTITUCIONAL",Resultado recurso: RECHAZADAS CASACIÓN FORMA Y FONDO (M),Tipo recurso: (CIVIL) CASACIÓN FORMA Y FONDO,https://juris.pjud.cl/busqueda/u?dotm
